"id","source_question_id","destination_question_id","created_at","kind","updated_at","removed_at","created_by","removed_by"
1,40,39,"2013-11-30 16:12:34.276417","assumptive_dependency","2013-11-30 16:12:34.276417",NULL,NULL,NULL
2,42,39,"2013-11-30 16:13:15.161498","assumptive_dependency","2013-11-30 16:13:15.161498",NULL,NULL,NULL
3,41,42,"2013-11-30 16:13:51.201609","assumptive_dependency","2013-11-30 16:13:51.201609",NULL,NULL,NULL
4,53,39,"2013-11-30 16:14:20.314572","assumptive_dependency","2013-11-30 16:14:20.314572",NULL,NULL,NULL
5,54,40,"2013-11-30 16:14:46.093856","assumptive_dependency","2013-11-30 16:14:46.093856",NULL,NULL,NULL
6,55,41,"2013-11-30 16:15:24.673805","assumptive_dependency","2013-11-30 16:15:24.673805",NULL,NULL,NULL
7,43,39,"2013-11-30 16:20:31.474311","assumptive_dependency","2013-11-30 16:20:31.474311",NULL,NULL,NULL
8,45,41,"2013-11-30 16:21:00.222679","assumptive_dependency","2013-11-30 16:21:00.222679",NULL,NULL,NULL
9,44,43,"2013-11-30 16:22:45.254473","assumptive_dependency","2013-11-30 16:22:45.254473",NULL,NULL,NULL
10,44,40,"2013-11-30 16:22:45.268912","assumptive_dependency","2013-11-30 16:22:45.268912",NULL,NULL,NULL
11,46,42,"2013-11-30 16:23:37.063449","assumptive_dependency","2013-11-30 16:23:37.063449",NULL,NULL,NULL
12,46,43,"2013-11-30 16:23:37.076601","assumptive_dependency","2013-11-30 16:23:37.076601",NULL,NULL,NULL
13,45,46,"2013-11-30 16:23:55.666145","assumptive_dependency","2013-11-30 16:23:55.666145",NULL,NULL,NULL
14,61,20,"2013-11-30 16:51:39.952715","assumptive_dependency","2013-11-30 16:51:39.952715",NULL,NULL,NULL
15,20,22,"2013-11-30 16:52:39.836428","assumptive_dependency","2013-11-30 16:52:39.836428",NULL,NULL,NULL
16,19,22,"2013-11-30 16:53:11.41299","assumptive_dependency","2013-11-30 16:53:11.41299",NULL,NULL,NULL
17,19,52,"2013-11-30 16:53:11.424243","assumptive_dependency","2013-11-30 16:53:11.424243",NULL,NULL,NULL
18,52,51,"2013-11-30 16:53:32.148173","assumptive_dependency","2013-11-30 16:53:32.148173",NULL,NULL,NULL
19,71,28,"2013-12-02 10:08:40.856938","assumptive_dependency","2013-12-02 10:08:40.856938",NULL,NULL,NULL
20,78,77,"2013-12-04 09:21:04.067914","assumptive_dependency","2013-12-04 09:21:04.067914",NULL,NULL,NULL
21,80,74,"2013-12-04 12:13:40.83818","assumptive_dependency","2013-12-04 12:13:40.83818",NULL,NULL,NULL
22,81,74,"2013-12-04 12:24:56.869736","assumptive_dependency","2013-12-04 12:24:56.869736",NULL,NULL,NULL
23,82,74,"2013-12-04 12:31:00.137067","assumptive_dependency","2013-12-04 12:31:00.137067",NULL,NULL,NULL
24,83,74,"2013-12-04 12:35:45.789164","assumptive_dependency","2013-12-04 12:35:45.789164",NULL,NULL,NULL
25,86,75,"2013-12-04 16:02:05.410208","assumptive_dependency","2013-12-04 16:02:05.410208",NULL,NULL,NULL
26,87,75,"2013-12-04 16:03:58.288272","assumptive_dependency","2013-12-04 16:03:58.288272",NULL,NULL,NULL
27,88,75,"2013-12-04 16:06:17.970874","assumptive_dependency","2013-12-04 16:06:17.970874",NULL,NULL,NULL
28,89,75,"2013-12-04 16:07:54.880676","assumptive_dependency","2013-12-04 16:07:54.880676",NULL,NULL,NULL
29,109,104,"2013-12-12 14:19:30.457531","assumptive_dependency","2013-12-12 14:19:30.457531",NULL,NULL,NULL
30,110,104,"2013-12-16 06:18:45.628157","assumptive_dependency","2013-12-16 06:18:45.628157",NULL,NULL,NULL
31,111,104,"2013-12-16 06:28:09.303836","assumptive_dependency","2013-12-16 06:28:09.303836",NULL,NULL,NULL
32,112,104,"2013-12-16 06:38:12.026392","assumptive_dependency","2013-12-16 06:38:12.026392",NULL,NULL,NULL
33,113,104,"2013-12-16 07:49:31.882928","assumptive_dependency","2013-12-16 07:49:31.882928",NULL,NULL,NULL
34,114,104,"2013-12-16 07:56:16.872752","assumptive_dependency","2013-12-16 07:56:16.872752",NULL,NULL,NULL
35,115,104,"2013-12-16 08:07:34.723445","assumptive_dependency","2013-12-16 08:07:34.723445",NULL,NULL,NULL
36,116,104,"2013-12-16 08:15:13.191833","assumptive_dependency","2013-12-16 08:15:13.191833",NULL,NULL,NULL
37,117,104,"2013-12-16 08:24:21.299421","assumptive_dependency","2013-12-16 08:24:21.299421",NULL,NULL,NULL
38,118,104,"2013-12-16 08:27:45.663828","assumptive_dependency","2013-12-16 08:27:45.663828",NULL,NULL,NULL
39,119,104,"2013-12-16 08:31:36.213228","assumptive_dependency","2013-12-16 08:31:36.213228",NULL,NULL,NULL
40,120,104,"2013-12-16 08:36:32.172006","assumptive_dependency","2013-12-16 08:36:32.172006",NULL,NULL,NULL
41,121,104,"2013-12-16 08:39:41.026475","assumptive_dependency","2013-12-16 08:39:41.026475",NULL,NULL,NULL
42,122,104,"2013-12-16 08:45:07.222209","assumptive_dependency","2013-12-16 08:45:07.222209",NULL,NULL,NULL
43,122,121,"2013-12-16 10:06:42.911038","assumptive_dependency","2013-12-16 10:06:42.911038",NULL,NULL,NULL
44,116,115,"2013-12-16 10:07:12.300062","assumptive_dependency","2013-12-16 10:07:12.300062",NULL,NULL,NULL
45,120,119,"2013-12-16 10:07:41.398008","assumptive_dependency","2013-12-16 10:07:41.398008",NULL,NULL,NULL
46,110,109,"2013-12-16 10:08:07.518923","assumptive_dependency","2013-12-16 10:08:07.518923",NULL,NULL,NULL
47,114,113,"2013-12-16 10:08:27.452141","assumptive_dependency","2013-12-16 10:08:27.452141",NULL,NULL,NULL
48,118,117,"2013-12-16 10:08:59.305634","assumptive_dependency","2013-12-16 10:08:59.305634",NULL,NULL,NULL
49,112,111,"2013-12-16 10:09:42.965444","assumptive_dependency","2013-12-16 10:09:42.965444",NULL,NULL,NULL
50,128,126,"2013-12-26 10:05:50.124815","assumptive_dependency","2013-12-26 10:05:50.124815",NULL,NULL,NULL
51,124,128,"2013-12-26 10:06:32.323298","assumptive_dependency","2013-12-26 10:06:32.323298",NULL,NULL,NULL
52,153,143,"2014-01-14 10:38:20.307424","assumptive_dependency","2014-01-14 10:38:20.307424",NULL,NULL,NULL
53,85,37,"2014-01-27 11:19:58.726006","assumptive_dependency","2014-01-27 11:19:58.726006",NULL,NULL,NULL
54,85,38,"2014-01-27 11:19:58.740456","assumptive_dependency","2014-01-27 11:19:58.740456",NULL,NULL,NULL
55,9,10,"2014-01-27 11:20:51.146504","assumptive_dependency","2014-01-27 11:20:51.146504",NULL,NULL,NULL
56,13,9,"2014-01-27 11:22:21.188547","assumptive_dependency","2014-01-27 11:22:21.188547",NULL,NULL,NULL
57,138,129,"2014-01-27 11:23:11.750722","assumptive_dependency","2014-01-27 11:23:11.750722",NULL,NULL,NULL
58,137,129,"2014-01-27 11:23:36.856067","assumptive_dependency","2014-01-27 11:23:36.856067",NULL,NULL,NULL
59,137,138,"2014-01-27 11:23:36.868856","assumptive_dependency","2014-01-27 11:23:36.868856",NULL,NULL,NULL
60,152,144,"2014-01-27 11:23:53.632843","assumptive_dependency","2014-01-27 11:23:53.632843",NULL,NULL,NULL
61,90,152,"2014-01-27 11:24:26.920207","assumptive_dependency","2014-01-27 11:24:26.920207",NULL,NULL,NULL
62,90,142,"2014-01-27 11:24:26.937166","assumptive_dependency","2014-01-27 11:24:26.937166",NULL,NULL,NULL
63,148,150,"2014-01-27 11:25:31.858331","assumptive_dependency","2014-01-27 11:25:31.858331",NULL,NULL,NULL
64,18,17,"2014-01-27 11:26:30.212354","assumptive_dependency","2014-01-27 11:26:30.212354",NULL,NULL,NULL
65,132,133,"2014-01-27 11:26:56.249245","assumptive_dependency","2014-01-27 11:26:56.249245",NULL,NULL,NULL
66,134,132,"2014-01-27 11:27:13.297017","assumptive_dependency","2014-01-27 11:27:13.297017",NULL,NULL,NULL
67,102,157,"2014-01-27 11:35:00.918159","assumptive_dependency","2014-01-27 11:35:00.918159",NULL,NULL,NULL
68,103,102,"2014-01-27 11:35:17.470877","assumptive_dependency","2014-01-27 11:35:17.470877",NULL,NULL,NULL
69,155,103,"2014-01-27 11:35:47.573035","assumptive_dependency","2014-01-27 11:35:47.573035",NULL,NULL,NULL
70,155,157,"2014-01-27 11:36:26.091727","assumptive_dependency","2014-01-27 11:36:26.091727",NULL,NULL,NULL
71,178,177,"2014-02-04 09:16:42.76876","assumptive_dependency","2014-02-04 09:16:42.76876",NULL,NULL,NULL
72,177,73,"2014-02-04 09:17:01.63052","assumptive_dependency","2014-02-04 09:17:01.63052",NULL,NULL,NULL
73,176,175,"2014-02-04 09:18:55.206122","assumptive_dependency","2014-02-04 09:18:55.206122",NULL,NULL,NULL
74,175,72,"2014-02-04 09:19:34.356013","assumptive_dependency","2014-02-04 09:19:34.356013",NULL,NULL,NULL
75,72,42,"2014-02-04 09:35:33.965852","assumptive_dependency","2014-02-04 09:35:33.965852",NULL,NULL,NULL
76,73,42,"2014-02-04 09:36:05.516412","assumptive_dependency","2014-02-04 09:36:05.516412",NULL,NULL,NULL
77,176,57,"2014-02-04 09:42:46.874051","assumptive_dependency","2014-02-04 09:42:46.874051",NULL,NULL,NULL
78,178,57,"2014-02-04 09:43:32.361488","assumptive_dependency","2014-02-04 09:43:32.361488",NULL,NULL,NULL
79,175,46,"2014-02-04 09:45:26.218003","assumptive_dependency","2014-02-04 09:45:26.218003",NULL,NULL,NULL
80,177,46,"2014-02-04 09:45:50.691112","assumptive_dependency","2014-02-04 09:45:50.691112",NULL,NULL,NULL
81,30,71,"2014-02-04 11:39:12.282054","assumptive_dependency","2014-02-04 11:39:12.282054",NULL,NULL,NULL
82,212,211,"2014-02-18 09:24:47.10103","assumptive_dependency","2014-02-18 09:24:47.10103",NULL,NULL,NULL
83,257,211,"2014-02-18 09:25:14.586738","assumptive_dependency","2014-02-18 09:25:14.586738",NULL,NULL,NULL
84,240,238,"2014-02-18 22:38:08.867258","assumptive_dependency","2014-02-18 22:38:08.867258",NULL,NULL,NULL
85,187,240,"2014-02-18 22:40:07.13261","assumptive_dependency","2014-02-18 22:40:07.13261",NULL,NULL,NULL
86,187,236,"2014-02-18 22:40:07.146261","assumptive_dependency","2014-02-18 22:40:07.146261",NULL,NULL,NULL
87,236,238,"2014-02-18 22:42:28.971981","assumptive_dependency","2014-02-18 22:42:28.971981",NULL,NULL,NULL
88,242,240,"2014-02-18 22:44:06.704781","assumptive_dependency","2014-02-18 22:44:06.704781",NULL,NULL,NULL
89,242,244,"2014-02-18 22:44:06.719881","assumptive_dependency","2014-02-18 22:44:06.719881",NULL,NULL,NULL
90,242,187,"2014-02-18 22:44:06.723958","assumptive_dependency","2014-02-18 22:44:06.723958",NULL,NULL,NULL
91,244,238,"2014-02-18 22:44:56.615906","assumptive_dependency","2014-02-18 22:44:56.615906",NULL,NULL,NULL
92,244,236,"2014-02-18 22:44:56.629505","assumptive_dependency","2014-02-18 22:44:56.629505",NULL,NULL,NULL
93,263,242,"2014-02-18 22:46:34.878252","assumptive_dependency","2014-02-18 22:46:34.878252",NULL,NULL,NULL
94,289,263,"2014-02-18 22:47:04.333549","assumptive_dependency","2014-02-18 22:47:04.333549",NULL,NULL,NULL
95,239,237,"2014-02-19 10:37:50.277861","assumptive_dependency","2014-02-19 10:37:50.277861",NULL,NULL,NULL
96,186,239,"2014-02-19 10:39:10.142485","assumptive_dependency","2014-02-19 10:39:10.142485",NULL,NULL,NULL
97,186,235,"2014-02-19 10:39:10.158692","assumptive_dependency","2014-02-19 10:39:10.158692",NULL,NULL,NULL
98,235,237,"2014-02-19 10:39:55.059144","assumptive_dependency","2014-02-19 10:39:55.059144",NULL,NULL,NULL
100,241,243,"2014-02-19 10:40:48.626081","assumptive_dependency","2014-02-19 10:40:48.626081",NULL,NULL,NULL
102,243,237,"2014-02-19 10:41:29.691279","assumptive_dependency","2014-02-19 10:41:29.691279",NULL,NULL,NULL
107,266,280,"2014-02-19 10:43:36.843218","assumptive_dependency","2014-02-19 10:43:36.843218",NULL,NULL,NULL
109,267,281,"2014-02-19 10:44:06.252129","assumptive_dependency","2014-02-19 10:44:06.252129",NULL,NULL,NULL
99,241,239,"2014-02-19 10:40:48.607783","assumptive_dependency","2014-02-19 10:40:48.607783",NULL,NULL,NULL
101,241,186,"2014-02-19 10:40:48.631164","assumptive_dependency","2014-02-19 10:40:48.631164",NULL,NULL,NULL
103,243,235,"2014-02-19 10:41:29.705398","assumptive_dependency","2014-02-19 10:41:29.705398",NULL,NULL,NULL
104,262,241,"2014-02-19 10:42:12.543159","assumptive_dependency","2014-02-19 10:42:12.543159",NULL,NULL,NULL
105,288,262,"2014-02-19 10:42:50.515804","assumptive_dependency","2014-02-19 10:42:50.515804",NULL,NULL,NULL
106,266,258,"2014-02-19 10:43:36.827882","assumptive_dependency","2014-02-19 10:43:36.827882",NULL,NULL,NULL
108,267,259,"2014-02-19 10:44:06.235613","assumptive_dependency","2014-02-19 10:44:06.235613",NULL,NULL,NULL
110,258,278,"2014-02-19 10:44:25.49113","assumptive_dependency","2014-02-19 10:44:25.49113",NULL,NULL,NULL
111,259,279,"2014-02-19 10:44:41.891691","assumptive_dependency","2014-02-19 10:44:41.891691",NULL,NULL,NULL
112,251,249,"2014-02-19 10:45:05.708842","assumptive_dependency","2014-02-19 10:45:05.708842",NULL,NULL,NULL
113,252,250,"2014-02-19 10:45:21.969052","assumptive_dependency","2014-02-19 10:45:21.969052",NULL,NULL,NULL
114,218,249,"2014-02-19 10:45:43.780932","assumptive_dependency","2014-02-19 10:45:43.780932",NULL,NULL,NULL
115,218,221,"2014-02-19 10:45:43.79831","assumptive_dependency","2014-02-19 10:45:43.79831",NULL,NULL,NULL
116,219,250,"2014-02-19 10:46:09.965776","assumptive_dependency","2014-02-19 10:46:09.965776",NULL,NULL,NULL
117,219,222,"2014-02-19 10:46:09.979967","assumptive_dependency","2014-02-19 10:46:09.979967",NULL,NULL,NULL
118,221,249,"2014-02-19 10:46:30.413477","assumptive_dependency","2014-02-19 10:46:30.413477",NULL,NULL,NULL
119,260,264,"2014-02-19 10:47:24.933016","assumptive_dependency","2014-02-19 10:47:24.933016",NULL,NULL,NULL
120,261,265,"2014-02-19 10:47:44.259417","assumptive_dependency","2014-02-19 10:47:44.259417",NULL,NULL,NULL
121,245,247,"2014-02-19 10:48:03.155037","assumptive_dependency","2014-02-19 10:48:03.155037",NULL,NULL,NULL
122,246,248,"2014-02-19 10:48:19.603066","assumptive_dependency","2014-02-19 10:48:19.603066",NULL,NULL,NULL
123,280,251,"2014-02-19 10:48:47.193212","assumptive_dependency","2014-02-19 10:48:47.193212",NULL,NULL,NULL
124,280,276,"2014-02-19 10:48:47.209107","assumptive_dependency","2014-02-19 10:48:47.209107",NULL,NULL,NULL
125,280,278,"2014-02-19 10:48:47.215967","assumptive_dependency","2014-02-19 10:48:47.215967",NULL,NULL,NULL
126,281,252,"2014-02-19 10:49:11.775855","assumptive_dependency","2014-02-19 10:49:11.775855",NULL,NULL,NULL
127,281,277,"2014-02-19 10:49:11.790458","assumptive_dependency","2014-02-19 10:49:11.790458",NULL,NULL,NULL
128,281,279,"2014-02-19 10:49:11.797955","assumptive_dependency","2014-02-19 10:49:11.797955",NULL,NULL,NULL
129,278,249,"2014-02-19 10:49:32.924596","assumptive_dependency","2014-02-19 10:49:32.924596",NULL,NULL,NULL
130,278,272,"2014-02-19 10:49:32.93848","assumptive_dependency","2014-02-19 10:49:32.93848",NULL,NULL,NULL
131,279,250,"2014-02-19 10:49:54.667079","assumptive_dependency","2014-02-19 10:49:54.667079",NULL,NULL,NULL
132,279,273,"2014-02-19 10:49:54.681614","assumptive_dependency","2014-02-19 10:49:54.681614",NULL,NULL,NULL
133,276,272,"2014-02-19 10:50:24.516046","assumptive_dependency","2014-02-19 10:50:24.516046",NULL,NULL,NULL
134,276,268,"2014-02-19 10:50:24.533689","assumptive_dependency","2014-02-19 10:50:24.533689",NULL,NULL,NULL
135,276,274,"2014-02-19 10:50:24.538291","assumptive_dependency","2014-02-19 10:50:24.538291",NULL,NULL,NULL
136,277,273,"2014-02-19 10:50:49.194919","assumptive_dependency","2014-02-19 10:50:49.194919",NULL,NULL,NULL
137,277,269,"2014-02-19 10:50:49.21112","assumptive_dependency","2014-02-19 10:50:49.21112",NULL,NULL,NULL
138,277,275,"2014-02-19 10:50:49.215802","assumptive_dependency","2014-02-19 10:50:49.215802",NULL,NULL,NULL
139,272,233,"2014-02-19 10:51:18.566362","assumptive_dependency","2014-02-19 10:51:18.566362",NULL,NULL,NULL
140,272,270,"2014-02-19 10:51:18.581316","assumptive_dependency","2014-02-19 10:51:18.581316",NULL,NULL,NULL
141,273,234,"2014-02-19 10:51:44.182948","assumptive_dependency","2014-02-19 10:51:44.182948",NULL,NULL,NULL
142,273,271,"2014-02-19 10:51:44.197342","assumptive_dependency","2014-02-19 10:51:44.197342",NULL,NULL,NULL
143,268,233,"2014-02-19 10:52:06.137418","assumptive_dependency","2014-02-19 10:52:06.137418",NULL,NULL,NULL
144,269,234,"2014-02-19 10:52:21.56697","assumptive_dependency","2014-02-19 10:52:21.56697",NULL,NULL,NULL
145,274,270,"2014-02-19 10:52:40.648009","assumptive_dependency","2014-02-19 10:52:40.648009",NULL,NULL,NULL
146,275,271,"2014-02-19 10:52:57.069844","assumptive_dependency","2014-02-19 10:52:57.069844",NULL,NULL,NULL
147,214,296,"2014-02-19 10:53:18.983447","assumptive_dependency","2014-02-19 10:53:18.983447",NULL,NULL,NULL
148,215,297,"2014-02-19 10:53:33.992468","assumptive_dependency","2014-02-19 10:53:33.992468",NULL,NULL,NULL
149,290,296,"2014-02-19 10:53:50.899102","assumptive_dependency","2014-02-19 10:53:50.899102",NULL,NULL,NULL
150,291,297,"2014-02-19 10:54:06.918657","assumptive_dependency","2014-02-19 10:54:06.918657",NULL,NULL,NULL
151,300,296,"2014-02-19 10:54:29.760353","assumptive_dependency","2014-02-19 10:54:29.760353",NULL,NULL,NULL
152,300,294,"2014-02-19 10:54:29.775209","assumptive_dependency","2014-02-19 10:54:29.775209",NULL,NULL,NULL
153,301,297,"2014-02-19 10:54:51.03425","assumptive_dependency","2014-02-19 10:54:51.03425",NULL,NULL,NULL
154,301,295,"2014-02-19 10:54:51.047936","assumptive_dependency","2014-02-19 10:54:51.047936",NULL,NULL,NULL
155,298,296,"2014-02-19 10:55:15.209825","assumptive_dependency","2014-02-19 10:55:15.209825",NULL,NULL,NULL
156,298,294,"2014-02-19 10:55:15.225794","assumptive_dependency","2014-02-19 10:55:15.225794",NULL,NULL,NULL
157,299,297,"2014-02-19 10:55:35.363733","assumptive_dependency","2014-02-19 10:55:35.363733",NULL,NULL,NULL
158,299,295,"2014-02-19 10:55:35.37882","assumptive_dependency","2014-02-19 10:55:35.37882",NULL,NULL,NULL
159,294,292,"2014-02-19 10:55:49.36274","assumptive_dependency","2014-02-19 10:55:49.36274",NULL,NULL,NULL
160,295,293,"2014-02-19 10:56:01.844806","assumptive_dependency","2014-02-19 10:56:01.844806",NULL,NULL,NULL
161,303,61,"2014-02-22 21:34:59.352837","assumptive_dependency","2014-02-22 21:34:59.352837",NULL,NULL,NULL
162,305,22,"2014-02-22 21:40:17.29717","assumptive_dependency","2014-02-22 21:40:17.29717",NULL,NULL,NULL
163,306,305,"2014-02-22 21:45:51.482171","assumptive_dependency","2014-02-22 21:45:51.482171",NULL,NULL,NULL
164,4,2,"2014-02-22 21:59:36.325593","assumptive_dependency","2014-02-22 21:59:36.325593",NULL,NULL,NULL
165,95,4,"2014-02-22 22:01:14.625412","assumptive_dependency","2014-02-22 22:01:14.625412",NULL,NULL,NULL
166,211,307,"2014-02-23 12:52:03.708454","assumptive_dependency","2014-02-23 12:52:03.708454",NULL,NULL,NULL
167,212,307,"2014-02-23 12:52:34.601787","assumptive_dependency","2014-02-23 12:52:34.601787",NULL,NULL,NULL
168,257,307,"2014-02-23 12:53:02.655126","assumptive_dependency","2014-02-23 12:53:02.655126",NULL,NULL,NULL
170,283,282,"2014-02-25 09:43:50.854586","assumptive_dependency","2014-02-25 09:43:50.854586",NULL,NULL,NULL
171,283,284,"2014-02-25 09:43:50.868808","assumptive_dependency","2014-02-25 09:43:50.868808",NULL,NULL,NULL
172,285,284,"2014-02-25 09:44:18.035378","assumptive_dependency","2014-02-25 09:44:18.035378",NULL,NULL,NULL
173,285,286,"2014-02-25 09:44:18.048349","assumptive_dependency","2014-02-25 09:44:18.048349",NULL,NULL,NULL
174,284,282,"2014-02-25 09:45:15.584888","assumptive_dependency","2014-02-25 09:45:15.584888",NULL,NULL,NULL
175,2,37,"2014-02-25 11:37:07.577211","assumptive_dependency","2014-02-25 11:37:07.577211",NULL,NULL,NULL
176,4,211,"2014-02-25 11:38:02.716709","assumptive_dependency","2014-02-25 11:38:02.716709",NULL,NULL,NULL
177,95,2,"2014-02-25 11:38:51.873909","assumptive_dependency","2014-02-25 11:38:51.873909",NULL,NULL,NULL
178,6,93,"2014-03-04 10:17:58.812343","assumptive_dependency","2014-03-04 10:17:58.812343",NULL,NULL,NULL
179,95,96,"2014-03-04 10:18:25.336177","assumptive_dependency","2014-03-04 10:18:25.336177",NULL,NULL,NULL
180,95,97,"2014-03-04 10:18:25.352752","assumptive_dependency","2014-03-04 10:18:25.352752",NULL,NULL,NULL
181,3,6,"2014-03-04 10:19:04.604232","assumptive_dependency","2014-03-04 10:19:04.604232",NULL,NULL,NULL
182,97,98,"2014-03-04 10:29:03.77107","assumptive_dependency","2014-03-04 10:29:03.77107",NULL,NULL,NULL
183,93,98,"2014-03-04 10:32:17.357242","assumptive_dependency","2014-03-04 10:32:17.357242",NULL,NULL,NULL
184,3,97,"2014-03-04 10:42:54.451618","assumptive_dependency","2014-03-04 10:42:54.451618",NULL,NULL,NULL
185,310,312,"2014-03-09 11:20:54.433779","assumptive_dependency","2014-03-09 11:20:54.433779",NULL,NULL,NULL
